blank_path,annotated_path,cropped_path,species,confidence,bbox,time,model,camera,detection_conf,cropped
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-10-14 07-15-59 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2023_10_14_07_15_59_Rabbit_0.JPG,Rabbit,0.9948986172676086,"[[1593.9345703125, 821.4519653320312, 1808.234619140625, 1046.546875]]",2023_10_14_07_15_59,day,NA,0.9459673762321472,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-01-07 19-12-04 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2023_01_07_19_12_04_NA_animal.JPG,none,animal,none,"[0.0, 0.7124, 0.1577, 0.1659]",2023_01_07_19_12_04,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-11-05 18-14-37 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2023_11_05_18_14_37_NA_animal.JPG,none,animal,none,"[0.8076, 0.5972, 0.1923, 0.3791]",2023_11_05_18_14_37,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-08-27 17-49-00 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_08_27_17_49_00_Rabbit_0.JPG,Rabbit,0.9076372981071472,"[[153.37710571289062, 986.4797973632812, 608.0062866210938, 1402.66357421875]]",2022_08_27_17_49_00,day,NA,0.964046835899353,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-03-23 07-17-01 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2024_03_23_07_17_01_Rabbit_0.JPG,Rabbit,0.9930417537689209,"[[1910.3726806640625, 709.2862548828125, 2046.4410400390625, 933.7559814453125]]",2024_03_23_07_17_01,day,NA,0.9027947187423706,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-02-28 05-45-18 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2023_02_28_05_45_18_Rabbit_0.JPG,Rabbit,0.9867656230926514,"[[1134.7828369140625, 723.3184814453125, 1221.8704833984375, 842.9366455078125]]",2023_02_28_05_45_18,day,NA,0.8696641325950623,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-01-02 07-50-22 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2023_01_02_07_50_22_Rabbit_0.JPG,Rabbit,0.9479987621307373,"[[1636.4312744140625, 855.7125854492188, 1915.2098388671875, 1042.0692138671875]]",2023_01_02_07_50_22,day,NA,0.9073120355606079,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-01-16 05-20-51 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2023_01_16_05_20_51_NA_animal.JPG,none,animal,none,"[0.5039, 0.8923, 0.2788, 0.0847]",2023_01_16_05_20_51,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-07-09 17-39-35 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_07_09_17_39_35_Rabbit_0.JPG,Rabbit,0.9841045141220093,"[[1845.47265625, 783.6622924804688, 1976.2867431640625, 898.6010131835938]]",2021_07_09_17_39_35,day,NA,0.8511570692062378,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-01-09 19-05-46 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2023_01_09_19_05_46_Rabbit_0.JPG,Rabbit,0.9718649983406067,"[[721.3225708007812, 938.1197509765625, 1012.5907592773438, 1276.3701171875]]",2023_01_09_19_05_46,day,NA,0.9158864617347717,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-12-19 05-10-55 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_12_19_05_10_55_NA_animal.JPG,none,animal,none,"[0.5703, 0.4638, 0.0371, 0.068]",2022_12_19_05_10_55,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-05-10 06-31-10 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2022_05_10_06_31_10_Rabbit_0.JPG,Rabbit,0.9885594248771667,"[[1401.0252685546875, 761.5800170898438, 1518.733642578125, 895.9260864257812]]",2022_05_10_06_31_10,day,NA,0.845471203327179,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-05-21 07-16-28 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2024_05_21_07_16_28_Rabbit_0.JPG,Rabbit,0.9653031826019287,"[[433.35528564453125, 673.8527221679688, 624.8573608398438, 870.2509765625]]",2024_05_21_07_16_28,day,NA,0.9346268773078918,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-06-27 08-21-11 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2024_06_27_08_21_11_Rabbit_0.JPG,Rabbit,0.8312928676605225,"[[1238.172119140625, 693.25390625, 1349.2728271484375, 784.4821166992188]]",2024_06_27_08_21_11,day,NA,0.8467158675193787,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-05-22 17-23-47 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_05_22_17_23_47_Rabbit_0.JPG,Rabbit,0.9718376398086548,"[[1691.154296875, 958.7902221679688, 2044.169921875, 1402.6357421875]]",2021_05_22_17_23_47,day,NA,0.9382352232933044,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-01-22 09-35-44 M 3_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2023_01_22_09_35_44_NA_animal.JPG,none,animal,none,"[0.3549, 0.7236, 0.267, 0.2534]",2023_01_22_09_35_44,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-08-28 17-34-10 M 2_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_08_28_17_34_10_NA_animal.JPG,none,animal,none,"[0.6328, 0.4749, 0.3583, 0.502]",2022_08_28_17_34_10,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-10-23 05-04-22 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/discard/2021_10_23_05_04_22_NA_none.JPG,none,none,none,none,2021_10_23_05_04_22,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-12-03 18-28-40 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_12_03_18_28_40_NA_animal.JPG,none,animal,none,"[0.0, 0.659, 0.0502, 0.1347]",2022_12_03_18_28_40,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-10-31 05-40-08 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2022_10_31_05_40_08_Rabbit_0.JPG,Rabbit,0.9785434603691101,"[[700.1617431640625, 834.5853881835938, 1099.6884765625, 1242.427734375]]",2022_10_31_05_40_08,day,NA,0.9643394947052002,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-11-07 05-35-36 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2023_11_07_05_35_36_Rabbit_0.JPG,Rabbit,0.9222090244293213,"[[790.8067626953125, 829.8900756835938, 1259.75732421875, 1225.8876953125]]",2023_11_07_05_35_36,day,NA,0.8757491707801819,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-08-08 16-43-42 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_08_08_16_43_42_Rabbit_0.JPG,Rabbit,0.8521896600723267,"[[1889.1683349609375, 816.7511596679688, 2048.0, 912.3941650390625]]",2021_08_08_16_43_42,day,NA,0.8232536315917969,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-10-15 07-22-01 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2023_10_15_07_22_01_Rabbit_0.JPG,Rabbit,0.9722648859024048,"[[1481.9246826171875, 730.9200439453125, 1681.229736328125, 864.4006958007812]]",2023_10_15_07_22_01,day,NA,0.9097687005996704,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-05-18 06-32-42 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_05_18_06_32_42_Rabbit_0.JPG,Rabbit,0.6998899579048157,"[[1153.036376953125, 639.0309448242188, 1230.5423583984375, 751.7051391601562]]",2021_05_18_06_32_42,day,NA,0.8545041084289551,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-07-09 13-03-19 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2024_07_09_13_03_19_Rabbit_0.JPG,Rabbit,0.7780065536499023,"[[1473.3609619140625, 739.5443725585938, 1697.8895263671875, 992.0242309570312]]",2024_07_09_13_03_19,day,NA,0.9140735864639282,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-07-10 07-38-36 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/discard/2024_07_10_07_38_36_NA_none.JPG,none,none,none,none,2024_07_10_07_38_36,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-07-27 11-30-26 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2024_07_27_11_30_26_Rabbit_0.JPG,Rabbit,0.9558852314949036,"[[549.8829345703125, 681.8955078125, 652.7936401367188, 961.5379028320312]]",2024_07_27_11_30_26,day,NA,0.8539420366287231,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-03-10 06-06-04 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2021_03_10_06_06_04_Kangaroo_0.JPG,Kangaroo,0.7863338589668274,"[[1171.610595703125, 659.5250854492188, 1235.3582763671875, 799.5079345703125]]",2021_03_10_06_06_04,day,NA,0.8050959706306458,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-10-29 10-01-06 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_10_29_10_01_06_NA_animal.JPG,none,animal,none,"[0.0, 0.6194, 0.1025, 0.1493]",2022_10_29_10_01_06,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-01-02 07-11-22 M 3_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2023_01_02_07_11_22_NA_animal.JPG,none,animal,none,"[0.9379, 0.802, 0.062, 0.1736]",2023_01_02_07_11_22,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-10-17 06-11-10 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_10_17_06_11_10_Rabbit_0.JPG,Rabbit,0.9446878433227539,"[[158.5465545654297, 873.7041015625, 332.2292175292969, 1178.142578125]]",2022_10_17_06_11_10,day,NA,0.9385380744934082,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-12-05 06-00-54 M 2_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_12_05_06_00_54_NA_animal.JPG,none,animal,none,"[0.3017, 0.8319, 0.6054, 0.1451]",2022_12_05_06_00_54,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-11-06 07-03-52 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_11_06_07_03_52_Rabbit_0.JPG,Rabbit,0.9913774728775024,"[[358.7731628417969, 805.8062744140625, 549.0069580078125, 956.4679565429688]]",2021_11_06_07_03_52,day,NA,0.9213706254959106,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-10-14 08-42-29 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2023_10_14_08_42_29_Rabbit_0.JPG,Rabbit,0.8359498381614685,"[[727.51171875, 686.6568603515625, 789.0426025390625, 788.2990112304688]]",2023_10_14_08_42_29,day,NA,0.8130815029144287,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-09-08 18-05-29 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_09_08_18_05_29_Rabbit_0.JPG,Rabbit,0.9894132018089294,"[[1600.919189453125, 921.578125, 1800.1207275390625, 1352.987548828125]]",2021_09_08_18_05_29,day,NA,0.9515535831451416,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-08-18 08-30-11 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2024_08_18_08_30_11_Rabbit_0.JPG,Rabbit,0.7528811693191528,"[[899.1193237304688, 746.0629272460938, 1061.550048828125, 909.0211181640625]]",2024_08_18_08_30_11,day,NA,0.8992786407470703,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-02-14 05-37-50 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2023_02_14_05_37_50_Rabbit_0.JPG,Rabbit,0.967822790145874,"[[505.68359375, 791.9201049804688, 626.8197631835938, 941.7531127929688]]",2023_02_14_05_37_50,day,NA,0.843587338924408,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-11-06 06-58-38 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_11_06_06_58_38_Rabbit_0.JPG,Rabbit,0.9712881445884705,"[[1636.5657958984375, 798.7316284179688, 1804.1624755859375, 955.0636596679688]]",2021_11_06_06_58_38,day,NA,0.9240322709083557,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-12-06 05-12-59 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2022_12_06_05_12_59_Rabbit_0.JPG,Rabbit,0.9990399479866028,"[[1385.4681396484375, 861.7039184570312, 1754.4754638671875, 1103.9068603515625]]",2022_12_06_05_12_59,day,NA,0.952579140663147,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-08-28 17-12-38 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2022_08_28_17_12_38_Rabbit_0.JPG,Rabbit,0.9940928816795349,"[[852.2841796875, 961.4457397460938, 1416.420166015625, 1405.0574951171875]]",2022_08_28_17_12_38,day,NA,0.9203833937644958,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-09-28 18-00-04 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2023_09_28_18_00_04_Rabbit_0.JPG,Rabbit,0.9774625301361084,"[[755.12353515625, 822.73046875, 1110.9451904296875, 1074.3251953125]]",2023_09_28_18_00_04,day,NA,0.9396107792854309,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-12-17 05-23-22 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2022_12_17_05_23_22_Kangaroo_0.JPG,Kangaroo,0.5765936970710754,"[[1813.119140625, 743.44091796875, 1971.7464599609375, 939.50732421875]]",2022_12_17_05_23_22,day,NA,0.9118323922157288,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-04-05 06-18-13 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_04_05_06_18_13_Rabbit_0.JPG,Rabbit,0.6677801012992859,"[[1797.112548828125, 828.6331176757812, 1957.819580078125, 1061.138427734375]]",2022_04_05_06_18_13,day,NA,0.9478387236595154,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-07-27 06-49-51 M 2_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_07_27_06_49_51_NA_animal.JPG,none,animal,none,"[0.7446, 0.5243, 0.1323, 0.1493]",2022_07_27_06_49_51,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-10-13 06-32-34 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2023_10_13_06_32_34_NA_animal.JPG,none,animal,none,"[0.7763, 0.4715, 0.0639, 0.0888]",2023_10_13_06_32_34,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-02-16 05-59-26 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2024_02_16_05_59_26_Cat_0.JPG,Cat,0.5753961801528931,"[[454.6019592285156, 1028.7060546875, 1612.3133544921875, 1396.2681884765625]]",2024_02_16_05_59_26,day,NA,0.8127850294113159,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-05-12 07-17-49 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2021_05_12_07_17_49_Kangaroo_0.JPG,Kangaroo,0.5551925301551819,"[[366.9671325683594, 686.5269165039062, 766.4844970703125, 1135.425048828125]]",2021_05_12_07_17_49,day,NA,0.9466367363929749,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-12-22 04-57-46 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2021_12_22_04_57_46_Kangaroo_0.JPG,Kangaroo,0.8867363929748535,"[[1164.437744140625, 740.7999877929688, 1250.8802490234375, 846.0046997070312]]",2021_12_22_04_57_46,day,NA,0.8457884788513184,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-10-31 05-17-47 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2024_10_31_05_17_47_Rabbit_0.JPG,Rabbit,0.9845949411392212,"[[831.7786254882812, 785.8931884765625, 1178.9158935546875, 1109.437744140625]]",2024_10_31_05_17_47,day,NA,0.9565584063529968,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-08-01 14-40-04 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2022_08_01_14_40_04_Rabbit_0.JPG,Rabbit,0.9931127429008484,"[[563.8694458007812, 1116.974853515625, 899.77001953125, 1406.0426025390625]]",2022_08_01_14_40_04,day,NA,0.9031026363372803,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-03-25 05-56-05 M 2_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_03_25_05_56_05_NA_animal.JPG,none,animal,none,"[0.0, 0.7534, 0.0761, 0.1562]",2022_03_25_05_56_05,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-05-27 17-30-47 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_05_27_17_30_47_Rabbit_0.JPG,Rabbit,0.7298241257667542,"[[943.3109741210938, 960.8494262695312, 1146.448486328125, 1308.7916259765625]]",2022_05_27_17_30_47,day,NA,0.9442723989486694,YES
